1115 	 -0.902 	 -4.711 	 9.256 	 - 	 670.82 	 379.95 
1116 	 -0.927 	 -4.699 	 9.247 	 - 	 670.44 	 377.63 
1117 	 -0.931 	 -4.674 	 9.270 	 - 	 582.80 	 350.68 
1118 	 -0.939 	 -4.674 	 9.270 	 - 	 448.12 	 326.86 
1119 	 -0.863 	 -4.795 	 9.289 	 - 	 398.97 	 325.67 
1120 	 -0.873 	 -4.796 	 9.291 	 - 	 402.25 	 326.03 
1121 	 -0.887 	 -4.800 	 9.291 	 - 	 399.22 	 324.61 
1122 	 -0.900 	 -4.807 	 9.244 	 - 	 395.23 	 323.64 
1123 	 -0.902 	 -4.812 	 9.231 	 - 	 395.20 	 322.04 
1124 	 -0.908 	 -4.819 	 9.217 	 - 	 394.53 	 320.64 
1125 	 -0.903 	 -4.860 	 9.207 	 - 	 394.40 	 320.97 
1126 	 -0.899 	 -4.796 	 9.204 	 - 	 395.05 	 322.38 
1127 	 -0.929 	 -4.706 	 9.227 	 - 	 398.44 	 325.39 
1128 	 -0.958 	 -4.701 	 9.219 	 - 	  NaN 	  NaN 
1129 	 -0.973 	 -4.735 	 9.210 	 - 	  NaN 	  NaN 
1130 	 -0.954 	 -4.832 	 9.195 	 - 	  NaN 	  NaN 
1131 	 -0.953 	 -4.865 	 9.196 	 - 	  NaN 	  NaN 
1132 	 -0.948 	 -4.893 	 9.217 	 - 	  NaN 	  NaN 
1133 	 -0.984 	 -4.907 	 9.230 	 - 	  NaN 	  NaN 
1134 	 -0.987 	 -4.876 	 9.228 	 - 	  NaN 	  NaN 
1135 	 -0.970 	 -4.839 	 9.234 	 - 	  NaN 	  NaN 
1136 	 -0.964 	 -4.934 	 9.231 	 - 	  NaN 	  NaN 
1137 	 -0.937 	 -5.045 	 9.224 	 - 	  NaN 	  NaN 
1138 	 -0.880 	 -5.209 	 9.207 	 - 	  NaN 	  NaN 
1139 	 -0.877 	 -5.227 	 9.212 	 - 	  NaN 	  NaN 
1140 	 -0.884 	 -5.221 	 9.213 	 - 	 324.06 	 334.67 
1141 	 -0.940 	 -5.176 	 9.247 	 - 	 323.06 	 332.66 
1142 	 -0.984 	 -5.143 	 9.249 	 - 	 323.13 	 330.39 
1143 	 -1.014 	 -5.077 	 9.236 	 - 	 321.36 	 331.35 
1144 	 -1.057 	 -4.997 	 9.195 	 - 	 320.78 	 333.68 
1145 	 -1.091 	 -4.915 	 9.188 	 - 	 322.59 	 338.46 
1146 	 -1.218 	 -4.715 	 9.147 	 - 	 358.49 	 369.89 
1147 	 -1.273 	 -4.586 	 9.122 	 - 	 398.45 	 401.30 
1148 	 -1.307 	 -4.442 	 9.089 	 - 	 397.74 	 405.18 
1149 	 -1.363 	 -4.183 	 9.042 	 - 	 395.54 	 408.78 
1150 	 -1.385 	 -4.103 	 9.045 	 - 	  NaN 	  NaN 
1151 	 -1.426 	 -4.048 	 9.033 	 - 	  NaN 	  NaN 
1152 	 -1.478 	 -3.988 	 9.028 	 - 	  NaN 	  NaN 
1153 	 -1.503 	 -3.970 	 9.054 	 - 	  NaN 	  NaN 
1154 	 -1.524 	 -3.971 	 9.072 	 - 	  NaN 	  NaN 
1155 	 -1.530 	 -4.008 	 9.083 	 - 	  NaN 	  NaN 
1156 	 -1.542 	 -4.036 	 9.097 	 - 	  NaN 	  NaN 
1157 	 -1.602 	 -4.070 	 9.119 	 - 	  NaN 	  NaN 
1158 	 -1.622 	 -4.073 	 9.136 	 - 	  NaN 	  NaN 
1159 	 -1.628 	 -4.062 	 9.154 	 - 	  NaN 	  NaN 
